0 80.7947937681 102.2848197857 102.2848197857 91.2932720862 80.7947937681 80.7947937681 72.8260597857 114.8591009102 73.6469 73.6469 80.7947937681 80.7947937681 102.2848197857 93.9856921689 44.18814 66.0654137681 146.6228936813 108.7150721689 58.91752 100
80.7947937681 0 80.8176479664 110.2764079664 144.5932245374 58.91752 73.6469 110.2764079664 94.1546871439 110.2535537681 95.5241737681 44.18814 88.37628 125.0057879664 117.0967205637 80.7947937681 88.37628 156.4105503199 117.0967205637 110.2535537681 100
102.2848197857 80.8176479664 0 73.6469 153.2113910295 80.8176479664 80.8176479664 88.37628 87.7053736813 117.0141997857 117.0141997857 80.8176479664 110.2764079664 132.56442 125.0242807206 58.0966797857 80.8176479664 180.3973261378 125.0242807206 117.0141997857 100
102.2848197857 110.2764079664 73.6469 0 153.2113910295 80.8176479664 51.3588879664 103.10566 117.1641336813 117.0141997857 131.7435797857 95.5470279664 125.0057879664 132.56442 110.2949007206 72.8260597857 95.5470279664 180.3973261378 139.7536607206 117.0141997857 100
91.2932720862 144.5932245374 153.2113910295 153.2113910295 0 144.5932245374 159.3226045374 153.2113910295 169.2405172353 106.0226520862 106.0226520862 144.5932245374 115.1344645374 138.4820110295 161.4083866242 106.0226520862 115.1344645374 176.2258380159 146.6790066242 106.0226520862 100
80.7947937681 58.91752 80.8176479664 80.8176479664 144.5932245374 0 44.18814 110.2764079664 94.1546871439 110.2535537681 95.5241737681 58.91752 73.6469 125.0057879664 102.3673405637 66.0654137681 88.37628 141.6811703199 102.3673405637 95.5241737681 100
80.7947937681 73.6469 80.8176479664 51.3588879664 159.3226045374 44.18814 0 110.2764079664 94.1546871439 110.2535537681 110.2535537681 58.91752 103.10566 125.0057879664 102.3673405637 66.0654137681 88.37628 156.4105503199 117.0967205637 95.5241737681 100
72.8260597857 110.2764079664 88.37628 103.10566 153.2113910295 110.2764079664 110.2764079664 0 131.8935136813 131.7435797857 131.7435797857 110.2764079664 125.0057879664 132.56442 125.0242807206 72.8260597857 110.2764079664 150.9385661378 139.7536607206 117.0141997857 100
114.8591009102 94.1546871439 87.7053736813 117.1641336813 169.2405172353 94.1546871439 94.1546871439 131.8935136813 0 129.5884809102 129.5884809102 108.8840671439 123.6134471439 117.1641336813 139.7689323093 100.1297209102 123.6134471439 168.1566096786 80.8514123093 129.5884809102 100
73.6469 110.2535537681 117.0141997857 117.0141997857 106.0226520862 110.2535537681 110.2535537681 131.7435797857 129.5884809102 0 29.45876 110.2535537681 51.3360337681 72.8260597857 123.4444521689 88.37628 80.7947937681 146.6228936813 93.9856921689 14.72938 100
73.6469 95.5241737681 117.0141997857 131.7435797857 106.0226520862 95.5241737681 110.2535537681 131.7435797857 129.5884809102 29.45876 0 95.5241737681 36.6066537681 72.8260597857 123.4444521689 88.37628 80.7947937681 131.8935136813 93.9856921689 44.18814 100
80.7947937681 44.18814 80.8176479664 95.5470279664 144.5932245374 58.91752 58.91752 110.2764079664 108.8840671439 110.2535537681 95.5241737681 0 88.37628 125.0057879664 102.3673405637 66.0654137681 88.37628 156.4105503199 117.0967205637 95.5241737681 100
80.7947937681 88.37628 110.2764079664 125.0057879664 115.1344645374 73.6469 103.10566 125.0057879664 123.6134471439 51.3360337681 36.6066537681 88.37628 0 80.8176479664 117.0967205637 80.7947937681 88.37628 126.9517903199 102.3673405637 51.3360337681 100
102.2848197857 125.0057879664 132.56442 132.56442 138.4820110295 125.0057879664 125.0057879664 132.56442 117.1641336813 72.8260597857 72.8260597857 125.0057879664 80.8176479664 0 154.4830407206 102.2848197857 110.2764079664 106.7504261378 51.3773807206 87.5554397857 100
93.9856921689 117.0967205637 125.0242807206 110.2949007206 161.4083866242 102.3673405637 102.3673405637 125.0242807206 139.7689323093 123.4444521689 123.4444521689 102.3673405637 117.0967205637 154.4830407206 0 93.9856921689 102.3673405637 189.2023118395 147.2938 108.7150721689 100
44.18814 80.7947937681 58.0966797857 72.8260597857 106.0226520862 66.0654137681 66.0654137681 72.8260597857 100.1297209102 88.37628 88.37628 66.0654137681 80.7947937681 102.2848197857 93.9856921689 0 51.3360337681 146.6228936813 108.7150721689 88.37628 100
66.0654137681 88.37628 80.8176479664 95.5470279664 115.1344645374 88.37628 88.37628 110.2764079664 123.6134471439 80.7947937681 80.7947937681 88.37628 88.37628 110.2764079664 102.3673405637 51.3360337681 0 141.6811703199 117.0967205637 66.0654137681 100
146.6228936813 156.4105503199 180.3973261378 180.3973261378 176.2258380159 141.6811703199 156.4105503199 150.9385661378 168.1566096786 146.6228936813 131.8935136813 156.4105503199 126.9517903199 106.7504261378 189.2023118395 146.6228936813 141.6811703199 0 100.8260318395 146.6228936813 100
108.7150721689 117.0967205637 125.0242807206 139.7536607206 146.6790066242 102.3673405637 117.0967205637 139.7536607206 80.8514123093 93.9856921689 93.9856921689 117.0967205637 102.3673405637 51.3773807206 147.2938 108.7150721689 117.0967205637 100.8260318395 0 93.9856921689 100
58.91752 110.2535537681 117.0141997857 117.0141997857 106.0226520862 95.5241737681 95.5241737681 117.0141997857 129.5884809102 14.72938 44.18814 95.5241737681 51.3360337681 87.5554397857 108.7150721689 88.37628 66.0654137681 146.6228936813 93.9856921689 0 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 0
